Year,AZ__PDSI,CA__PDSI,CO__PDSI,KS__PDSI,NV__PDSI,NM__PDSI,TX__PDSI,UT__PDSI,AZ__T,CA__T,CO__T,KS__T,NV__T,NM__T,TX__T,UT__T,AZ__dT,CA__dT,CO__dT,KS__dT,NV__dT,NM__dT,TX__dT,UT__dT,AZ__P,CA__P,CO__P,KS__P,NV__P,NM__P,TX__P,UT__P,AZ__dP,CA__dP,CO__dP,KS__dP,NV__dP,NM__dP,TX__dP,UT__dP
60,-1.871,0.095,-4.154,-0.72073,0.027,-3.294,-1.93551,0.217,15.29595,14.92999,6.98079,12.43157,9.6897,11.56462,18.2117,8.92164,-0.18924,0.19153,-0.01659,0.16114,0.09048,-0.30098,-0.44935,-0.01524,299.12399,426.07486,343.86627,592.86993,203.4348,358.53894,649.93512,250.425,-5.33026,132.76599,45.16997,165.95,39.83928,-55.16901,61.85216,47.77565
61,3.216,0.808,3.796,-0.47722,1.923,3.222,1.65898,2.571,15.55775,15.59954,6.71388,11.60085,8.85484,11.8008,17.72485,8.75312,0.63436,0.17567,0.57121,0.22602,0.32046,0.60241,0.91637,0.40776,537.21405,504.60986,434.46811,745.73523,204.93015,444.16339,922.62982,289.95959,-312.19388,156.4362,-46.99183,-8.14925,58.98673,-138.60539,-260.98526,-46.93497
62,2.048,0.491,0.37,1.57151,1.646,0.898,0.90748,1.571,14.5303,14.25718,6.68619,12.1023,9.26301,11.14408,17.95965,7.7905,0.57921,0.6601,0.6743,0.95587,0.98535,0.47484,0.38512,1.00159,298.09372,445.35101,341.4198,648.12518,203.26122,342.88782,771.93402,284.20688,95.52029,74.26116,-16.99593,-20.69078,-14.72079,67.19048,-75.73895,-57.94874
63,1.785,-1.142,0.304,1.57151,1.835,0.685,0.90748,2.206,14.5303,14.25718,6.68619,12.1023,9.26301,11.14408,17.95965,7.7905,0.57921,0.6601,0.6743,0.95587,0.98535,0.47484,0.38512,1.00159,298.09372,445.35101,341.4198,648.12518,203.26122,342.88782,771.93402,284.20688,95.52029,74.26116,-16.99593,-20.69078,-14.72079,67.19048,-75.73895,-57.94874
64,0.194,-1.774,1.307,1.06633,-0.714,0.873,1.35589,0.3,15.25723,14.83722,6.68553,11.96759,9.43189,11.64684,18.00035,8.27286,-0.44015,-0.09854,0.33804,0.63756,-0.05351,-0.19228,0.22133,0.07067,225.64069,471.95914,417.04813,754.95026,168.33145,329.4426,692.87646,229.26355,204.70828,208.54489,102.93392,69.01687,124.49895,241.10385,226.45178,172.72017
65,-2.967,-5.267,-1.271,-1.30987,-5.769,-1.629,1.59077,-6.385,16.55166,15.42578,7.69031,12.22891,10.12019,12.51563,18.30574,9.48061,-0.5371,-0.00229,-0.05127,0.49384,-0.08258,-0.52622,0.03612,-0.0956,190.00294,450.8952,293.17465,626.91748,163.65903,278.88788,700.76733,196.10759,107.00455,1.02817,78.69852,11.6666,23.26063,64.56275,-32.08393,67.97072
66,0.518,0.393,2.028,2.0705,-2.126,1.45,2.55193,-1.784,15.35249,15.0913,6.45314,11.70258,9.15847,11.54403,18.04848,8.22393,-0.19142,-0.17914,0.29344,0.5736,-0.02655,0.08147,0.51184,0.02189,232.17491,390.1568,379.89417,723.12927,151.02213,298.40613,632.98059,218.84975,126.71078,117.38338,107.5555,18.57804,82.26295,115.73425,144.76767,104.81001
67,-0.103,-2.411,-2.812,-1.25489,2.102,-1.848,-0.92496,2.7,14.78819,14.41878,6.87254,12.35593,9.12096,11.45145,18.34614,8.14149,0.89268,0.50532,1.03279,0.73888,0.91458,0.57306,0.06875,1.00221,289.13715,560.82404,332.25739,563.17926,202.92995,286.00082,598.02637,282.9436,13.05283,24.77228,19.17179,-64.47904,28.28088,1.22077,-18.92299,20.18548
68,-0.398,2.457,-2.793,-0.43448,2.582,-2.102,-0.87989,2.851,15.07489,14.54293,7.16899,12.14359,9.44604,11.65801,18.33815,8.24006,0.77672,0.74504,0.84655,1.02608,1.07634,0.36912,-0.00384,0.982,299.19968,615.59686,335.62759,520.54858,191.62074,316.13586,612.3573,297.24963,26.8855,-47.93129,20.62095,-52.07459,16.03021,-11.15523,34.07267,26.50406
69,-2.487,-2.333,-0.712,-2.27562,-4.743,-1.334,0.02658,-4.887,16.57923,15.3509,7.41769,11.83526,9.8913,12.36329,17.94963,9.42183,-0.56101,0.44119,-0.02323,0.84312,0.30357,-0.69279,0.10304,-0.05185,203.54225,356.49255,320.082,662.80383,168.57149,270.06964,643.76227,190.4861,117.59439,56.80698,38.4012,-150.23257,19.38562,125.54272,-107.04053,47.94325
70,-2.857,-1.441,-2.75,-1.56974,-2.798,-2.71,-1.80256,-2.196,15.95408,15.19288,7.71523,12.89602,9.8304,12.4205,18.83525,9.51166,-0.84077,-0.36171,-0.81658,-0.52069,-0.63397,-0.58583,-0.16047,-0.94975,209.40953,397.202,336.38098,514.19568,146.24774,223.29085,540.25934,224.24524,119.42612,371.53827,65.34917,71.16309,80.09618,70.06647,-2.18266,87.93623
71,-2.845,-4.482,-3.044,-1.08453,-2.343,-2.962,0.33969,-1.871,16.51153,15.35454,7.47439,11.83045,9.95975,12.49268,18.16043,9.33944,-0.74235,0.06794,-0.18182,0.69881,-0.10247,-0.86347,-0.10341,-0.30965,190.16435,430.8544,309.01733,650.8576,176.62726,263.20325,631.09607,193.3062,128.86705,-37.74939,61.96022,-72.82048,10.83718,121.46597,-21.40147,66.33112
72,-3.568,1.122,-4.822,-2.34861,-0.569,-4.37,-2.96696,-0.064,16.16729,15.24559,7.67416,12.82759,9.56534,12.55442,19.0604,9.59823,-1.32729,-0.64999,-1.02319,-0.7174,-0.73401,-0.73831,-0.14935,-1.3307,213.10646,411.38968,324.24884,450.47269,150.97336,195.46579,454.03369,215.67651,95.02102,487.02945,127.75051,242.63518,83.715,82.38182,83.29889,136.27397
73,-2.952,-0.847,-2.269,-1.56974,-2.539,-2.551,-1.80256,-2.685,15.95408,15.19288,7.71523,12.89602,9.8304,12.4205,18.83525,9.51166,-0.84077,-0.36171,-0.81658,-0.52069,-0.63397,-0.58583,-0.16047,-0.94975,209.40953,397.202,336.38098,514.19568,146.24774,223.29085,540.25934,224.24524,119.42612,371.53827,65.34917,71.16309,80.09618,70.06647,-2.18266,87.93623
74,-0.05,0.014,1.438,1.71778,-2.064,0.805,3.06367,-1.863,14.84472,15.00563,6.33903,11.41934,9.48552,11.51857,17.97216,8.13269,-0.50851,-0.25309,0.16215,0.88482,-0.27061,-0.1868,0.48798,-0.08566,213.70219,435.54987,362.37238,650.28778,143.72856,273.69308,592.30103,221.50987,188.09865,29.83037,151.27394,143.01224,98.99116,199.10521,311.50864,105.54486
75,-2.97,-1.629,-4.363,-2.34861,-1.821,-3.745,-2.96696,-1.175,16.16729,15.24559,7.67416,12.82759,9.56534,12.55442,19.0604,9.59823,-1.32729,-0.64999,-1.02319,-0.7174,-0.73401,-0.73831,-0.14935,-1.3307,213.10646,411.38968,324.24884,450.47269,150.97336,195.46579,454.03369,215.67651,95.02102,487.02945,127.75051,242.63518,83.715,82.38182,83.29889,136.27397
76,-0.895,1.119,-1.203,0.94635,-0.548,-1.257,-0.36152,-0.053,15.29807,14.89972,6.88034,12.34631,9.90712,11.75715,18.07926,9.06485,-0.56536,-0.25805,-0.49221,-0.06386,-0.4858,-0.63287,-0.1672,-0.78131,271.76984,484.42581,303.91708,572.46478,167.23212,343.13129,765.00238,212.0941,27.04567,167.1667,110.24569,375.56699,69.36237,-39.30767,63.57597,99.31933
77,0.365,1.388,0.163,-0.28914,0.232,0.079,-0.838,0.971,14.71749,14.62247,6.67457,11.78049,9.16679,11.384,18.10905,7.98813,0.42195,-0.00277,0.44092,0.59144,0.46579,0.37147,0.33037,0.50538,298.2478,476.34564,346.79465,529.19141,191.10226,278.78378,562.72021,272.66583,77.61873,228.42728,62.41844,71.66529,38.77155,95.28329,87.23521,33.84575
78,1.005,2.009,-2.991,-0.66694,4.756,-1.745,-0.5778,4.801,14.99338,14.47887,7.10734,12.0698,9.46358,11.57067,18.24606,8.13156,0.62195,0.77979,0.70486,1.06593,1.09975,0.24264,0.00949,0.89765,305.98618,570.33734,337.86548,544.28607,187.43585,333.94302,669.29608,299.69653,51.70887,-4.79651,20.49457,-37.82262,21.05051,4.91283,7.72861,8.73125
79,2.715,1.779,-0.169,0.74299,5.469,0.5,0.7515,5.441,14.56152,14.33117,6.56894,12.32412,9.05219,11.32585,18.25597,7.97574,0.72765,0.70485,0.79402,0.65185,1.20809,0.64591,0.51051,1.22553,288.98804,555.00824,361.35071,701.79572,223.92696,291.06577,736.58698,291.07007,38.21944,-5.35913,9.79258,-94.84306,-32.84986,77.79253,-43.54525,-33.23681
80,-1.14,0.287,-2.674,-0.72073,0.072,-2.167,-1.93551,0.043,15.29595,14.92999,6.98079,12.43157,9.6897,11.56462,18.2117,8.92164,-0.18924,0.19153,-0.01659,0.16114,0.09048,-0.30098,-0.44935,-0.01524,299.12399,426.07486,343.86627,592.86993,203.4348,358.53894,649.93512,250.425,-5.33026,132.76599,45.16997,165.95,39.83928,-55.16901,61.85216,47.77565
81,-0.928,2.2,-1.448,0.94635,-0.703,-1.372,-0.36152,-0.454,15.29807,14.89972,6.88034,12.34631,9.90712,11.75715,18.07926,9.06485,-0.56536,-0.25805,-0.49221,-0.06386,-0.4858,-0.63287,-0.1672,-0.78131,271.76984,484.42581,303.91708,572.46478,167.23212,343.13129,765.00238,212.0941,27.04567,167.1667,110.24569,375.56699,69.36237,-39.30767,63.57597,99.31933
82,2.204,-0.061,3.662,-1.2118,0.888,2.947,0.17796,1.54,15.5825,15.62652,6.66921,11.66754,9.0105,11.74726,17.7708,8.69306,0.54694,0.09723,0.53334,0.06405,0.33424,0.54305,0.71977,0.49215,498.88638,489.4491,443.05249,742.48267,210.34758,441.22525,870.50201,304.59647,-242.61528,244.8029,-40.20468,-4.44895,72.06652,-119.51804,-215.94661,-27.3661
83,0.453,-5.249,-0.259,0.48006,0.751,0.069,0.37047,1.023,15.04804,14.75073,6.76366,12.05371,9.53031,11.58901,17.98625,8.3545,-0.22112,-0.20859,0.32241,0.36008,-0.02499,0.00289,0.26047,0.15862,238.60406,521.672,412.84842,697.37738,187.15678,307.94864,650.48132,245.82068,185.94484,268.48627,97.76086,116.70265,112.90449,246.42586,226.83417,157.79613
84,-0.383,-1.044,-0.859,0.57301,-0.629,-0.668,2.19473,-0.816,14.9357,15.01032,6.52977,11.49032,9.58393,11.54481,17.85802,8.43296,-0.5676,-0.42417,-0.02865,0.82446,-0.47455,-0.15956,0.61759,-0.31448,234.53003,431.6774,328.13544,548.73395,142.44676,267.02847,597.18945,220.24046,168.40973,19.07628,173.21329,238.78362,103.00693,148.39853,223.20566,105.79187
85,-3.772,-1.929,-5.363,-3.36804,-2.881,-4.666,-4.55797,-3.066,15.60376,14.68151,7.89583,13.49733,9.83458,12.28378,19.12715,9.26491,-0.77997,-0.19598,-0.61708,-0.69037,-0.67971,-0.5676,-0.40191,-0.98036,178.58255,435.87564,277.46918,400.01971,160.48134,180.93881,393.79385,184.9893,88.32785,103.77907,57.57732,143.33855,47.4782,81.49763,167.12453,60.01384
86,-3.392,-1.967,-4.473,-3.46166,-2.231,-4.156,-4.60715,-2.015,15.72696,14.82356,7.7146,13.21238,9.68692,12.29965,19.07304,9.31116,-0.94543,-0.34322,-0.70636,-0.71385,-0.74493,-0.59733,-0.30831,-1.14071,178.00185,416.36234,292.16125,407.15591,157.44986,176.54953,408.5658,189.06577,110.15212,256.91995,80.63946,188.96828,66.92429,94.38786,142.44519,92.2835
87,0.361,-3.57,1.481,1.06633,-0.736,0.83,1.35589,0.231,15.25723,14.83722,6.68553,11.96759,9.43189,11.64684,18.00035,8.27286,-0.44015,-0.09854,0.33804,0.63756,-0.05351,-0.19228,0.22133,0.07067,225.64069,471.95914,417.04813,754.95026,168.33145,329.4426,692.87646,229.26355,204.70828,208.54489,102.93392,69.01687,124.49895,241.10385,226.45178,172.72017
88,0.591,2.315,-0.24,0.01293,0.821,-0.006,0.67577,0.978,14.67646,14.31272,6.91474,12.03017,9.35924,11.30947,18.07581,7.8181,0.49615,0.70476,0.67147,1.23868,1.06178,0.27653,0.25341,0.88333,310.04996,440.69589,331.57596,565.82269,187.35027,350.96582,735.3446,285.38968,104.40495,120.22173,3.31427,22.81456,11.99976,48.99189,-56.50992,-34.85464
89,3.58,4.084,4.799,-0.47722,1.897,4.155,1.65898,2.255,15.55775,15.59954,6.71388,11.60085,8.85484,11.8008,17.72485,8.75312,0.63436,0.17567,0.57121,0.22602,0.32046,0.60241,0.91637,0.40776,537.21405,504.60986,434.46811,745.73523,204.93015,444.16339,922.62982,289.95959,-312.19388,156.4362,-46.99183,-8.14925,58.98673,-138.60539,-260.98526,-46.93497
90,1.124,1.518,0.492,0.28621,1.075,0.791,-0.32181,1.372,14.60549,14.3528,6.74951,12.00922,9.28366,11.21923,17.99153,7.8323,0.49958,0.49856,0.61841,0.96595,0.86322,0.39684,0.36306,0.83769,302.46042,438.72217,340.74628,604.83984,195.48122,334.6553,727.85663,279.72528,102.45199,135.33144,5.65216,21.34138,6.76209,74.46603,-49.04605,-34.71875
91,-1.409,-0.072,-2.061,0.24925,-1.525,-1.729,-1.41182,-1.802,15.45846,15.12074,6.97681,12.49559,9.98815,11.72964,18.12367,9.12098,-0.55547,-0.20581,-0.37659,-0.01833,-0.35379,-0.6328,-0.31756,-0.5726,285.00772,464.79172,316.97363,569.15082,175.4462,362.22449,713.62982,217.85068,7.57834,152.11293,85.25008,352.57291,61.99162,-51.7941,109.57957,86.56096
92,-0.252,0.014,0.387,1.52463,-1.114,0.105,3.29757,-0.905,14.75328,15.02579,6.29115,11.30751,9.50063,11.49761,17.94046,8.11733,-0.55323,-0.29728,0.10689,0.95108,-0.34127,-0.21455,0.53146,-0.13698,213.59731,431.63095,348.23947,615.94202,140.38173,261.76688,573.51056,220.4726,186.80399,-6.16717,165.09419,173.55109,96.76826,196.44791,330.03851,94.65512
93,-1.284,-1.118,-0.598,-2.06572,-2.922,-0.788,-0.66505,-2.553,16.17868,15.41123,7.41666,12.00109,10.04374,12.10823,17.88708,9.31986,-0.26031,0.19608,0.13249,0.29068,0.31108,-0.32749,-0.00323,0.14943,256.94998,360.9848,347.14374,669.91681,159.27263,287.76706,685.41858,209.55457,69.17126,161.30734,6.05584,-33.86077,34.12106,104.01176,-48.52551,17.25844
94,-0.171,-1.049,-0.208,0.91781,-0.298,-0.262,1.36246,0.82,14.96079,14.83848,6.59612,11.78053,9.5445,11.58064,17.97745,8.25699,-0.43202,-0.2258,0.24783,0.66246,-0.16892,-0.14622,0.33828,0.01986,225.14081,485.80441,393.3443,681.3399,164.83614,299.11508,637.38922,232.65819,203.22087,168.02562,123.42973,137.44238,115.42169,238.37971,272.41144,147.77399
95,-0.175,-2.027,0.323,1.08559,-1.559,0.118,3.43412,-1.381,14.68527,15.09064,6.19593,11.17629,9.4775,11.45908,17.93946,8.08418,-0.53349,-0.3379,0.066,0.99292,-0.37875,-0.18162,0.61463,-0.17421,212.28172,410.73767,333.91553,593.02045,133.95143,246.83052,546.20087,218.21954,171.53625,-52.07798,172.72408,177.08388,85.71202,171.91237,336.83008,71.6909
96,-1.511,2.325,-4.912,-0.56326,1.066,-3.684,-1.44314,0.962,14.59594,14.335,6.87,12.69457,8.85399,11.39786,18.49336,8.0183,1.3203,0.48741,1.61031,0.97741,1.14797,1.14224,0.50752,1.50891,279.25095,540.04333,325.50024,574.57086,217.63826,260.09845,573.7655,256.42056,7.14176,24.98983,-15.0729,-72.63735,-7.10037,10.50973,-102.64146,3.86899
97,1.229,0.931,0.296,0.01293,1.667,0.336,0.67577,1.856,14.67646,14.31272,6.91474,12.03017,9.35924,11.30947,18.07581,7.8181,0.49615,0.70476,0.67147,1.23868,1.06178,0.27653,0.25341,0.88333,310.04996,440.69589,331.57596,565.82269,187.35027,350.96582,735.3446,285.38968,104.40495,120.22173,3.31427,22.81456,11.99976,48.99189,-56.50992,-34.85464
98,1.248,-0.471,-0.969,-0.48274,2.386,-0.33,0.19493,2.46,14.84605,14.39355,7.02909,12.04188,9.4394,11.44629,18.15751,7.97121,0.53478,0.76383,0.6744,1.18837,1.08935,0.22013,0.11051,0.87504,309.32108,504.25229,333.36566,549.35022,185.82234,346.01205,706.75366,294.09747,81.16972,57.30041,12.95761,-3.83429,18.30002,26.06074,-23.50046,-13.8881
99,3.107,0.519,2.686,-1.24444,3.061,2.607,2.08906,3.248,15.76579,15.52781,7.19114,12.04515,9.41094,11.88392,18.03111,9.05066,0.69354,0.21906,0.62009,0.19722,0.54143,0.77441,0.60419,0.65514,467.48566,512.69141,429.11768,758.40503,224.22969,440.07635,947.073,305.59219,-226.07323,72.63603,-61.86682,-74.11288,10.30765,-173.62691,-314.85538,-63.50149
100,-3.396,-5.016,-4.811,0.35443,-3.277,-4.106,-1.07,-3.255,16.24458,15.39752,7.69676,11.93882,10.26744,12.77289,18.72797,9.19697,-1.17166,-1.02364,-0.60289,0.20254,-1.23531,-1.21431,-0.59745,-1.05342,182.52072,612.98932,299.14291,639.80951,196.65446,253.85892,610.42419,210.51964,129.01953,-243.7076,105.23517,127.66908,-8.86589,109.28543,198.8204,103.19644
101,-2.563,-2.877,-2.39,-2.11093,-1.97,-2.499,-2.36291,-1.564,15.71303,15.11697,7.80249,13.19925,9.91704,12.36969,18.97684,9.49306,-0.72253,-0.44985,-0.90239,-0.78065,-0.8223,-0.48481,-0.22373,-1.02398,209.52332,402.04233,342.73663,498.04343,139.94403,220.97285,542.3067,233.68658,125.42033,399.46497,49.6776,70.32677,92.71426,53.50991,0.21332,79.59816
102,-3.255,-0.202,-0.637,-2.23119,-5.054,-1.503,0.20527,-4.671,16.57339,15.34154,7.3969,11.80431,9.85763,12.36577,17.93941,9.38953,-0.5743,0.46773,-0.03672,0.83412,0.32642,-0.73127,0.05786,-0.03913,200.10277,357.76437,316.79749,655.52405,168.79211,266.5477,632.716,188.42581,123.40624,50.3149,39.60784,-148.2388,18.10508,128.66914,-99.89903,46.79159
103,-2.464,-1.026,-1.403,-1.08054,-3.455,-1.701,-0.07927,-2.973,16.2025,15.22121,7.51345,12.26952,9.90954,12.2946,18.19375,9.36619,-0.52188,0.2216,-0.26555,0.34587,-0.03164,-0.61441,-0.02787,-0.29214,202.30923,367.04214,323.60413,609.48975,161.46561,255.09871,617.30896,200.90926,124.68078,126.44704,30.11017,-102.36935,38.82716,103.24094,-76.70098,48.21401
104,-2.701,0.882,-3.241,-0.72073,-1.329,-3.011,-1.93551,-0.615,15.29595,14.92999,6.98079,12.43157,9.6897,11.56462,18.2117,8.92164,-0.18924,0.19153,-0.01659,0.16114,0.09048,-0.30098,-0.44935,-0.01524,299.12399,426.07486,343.86627,592.86993,203.4348,358.53894,649.93512,250.425,-5.33026,132.76599,45.16997,165.95,39.83928,-55.16901,61.85216,47.77565
105,-3.442,-0.346,-1.816,-1.86668,-3.726,-2.377,0.1047,-2.995,16.57444,15.32131,7.40655,11.83266,9.83258,12.39344,17.9905,9.39057,-0.62822,0.44316,-0.0968,0.81643,0.26924,-0.7752,0.04141,-0.11239,194.0654,361.93115,313.39423,644.87604,169.43335,261.25006,620.11749,187.32028,128.8905,48.6792,45.30299,-144.27858,18.58866,128.9677,-94.67274,52.39687
106,-1.403,-2.841,1.103,-2.32054,-3.736,0.204,-1.40236,-3.179,15.9189,15.54004,7.43315,12.09424,10.2522,11.90992,17.84114,9.28461,0.07617,0.01667,0.40991,-0.14671,0.42285,0.06952,-0.08933,0.46208,313.2088,368.24872,380.19409,705.01575,146.97806,313.25583,736.90765,231.40309,18.26219,259.19058,-28.08625,66.73343,47.51032,86.27409,6.93716,-18.95032
107,-0.254,-1.926,2.293,1.78109,-2.895,1.419,2.942,-1.769,14.91797,15.10027,6.33233,11.46169,9.55799,11.49132,18.04622,8.27002,-0.3254,-0.31779,0.16182,0.7476,-0.24998,0.06096,0.69426,-0.1041,212.24904,411.43051,357.20978,654.18384,132.38489,266.12836,574.55859,220.44582,159.69806,13.08147,138.9581,113.48081,80.56664,125.16042,248.74057,80.52019
108,-0.948,-1.794,0.435,1.08559,-2.118,0.056,3.43412,-1.16,14.68527,15.09064,6.19593,11.17629,9.4775,11.45908,17.93946,8.08418,-0.53349,-0.3379,0.066,0.99292,-0.37875,-0.18162,0.61463,-0.17421,212.28172,410.73767,333.91553,593.02045,133.95143,246.83052,546.20087,218.21954,171.53625,-52.07798,172.72408,177.08388,85.71202,171.91237,336.83008,71.6909
109,-4.768,-7.492,-3.104,-1.4492,-7.748,-3.46,1.45766,-7.333,16.54437,15.48817,7.90507,12.66031,10.36614,12.55815,18.46523,9.58578,-0.29753,-0.04927,0.19786,0.32956,0.02861,-0.1697,0.13997,0.28266,182.79237,477.96545,258.64124,570.79669,145.36671,288.97723,739.99738,196.9194,99.10056,26.26013,111.38068,135.78416,35.48498,6.91099,0.02028,67.91393
110,-1.17,1.965,0.611,-0.62505,-2.299,-0.102,0.96349,-0.802,15.23729,14.96434,6.93104,11.82657,9.72239,11.62105,17.71858,8.90942,-0.59737,-0.59678,-0.20557,0.62279,-0.65074,-0.07733,0.73514,-0.55511,264.21213,434.35403,307.94397,467.49686,148.62987,280.79935,646.534,220.13116,148.81424,73.65228,177.65672,318.12903,116.11656,91.15465,60.02596,132.87091
111,-0.943,1.963,-0.295,-0.71264,-0.149,-0.528,-0.60136,1.202,14.93128,14.53558,6.97809,11.91106,9.39644,11.5277,18.20253,8.07071,0.52312,0.53134,0.58452,0.96053,0.86345,0.21522,0.04493,0.72169,305.40875,543.33661,337.85791,520.84186,183.96391,319.15881,623.30725,293.68307,61.52757,67.13614,36.10239,-1.86711,30.78829,27.95193,51.47129,21.34136
112,-2.102,-2.056,-1.125,-2.06572,-3.179,-1.395,-0.66505,-3.164,16.17868,15.41123,7.41666,12.00109,10.04374,12.10823,17.88708,9.31986,-0.26031,0.19608,0.13249,0.29068,0.31108,-0.32749,-0.00323,0.14943,256.94998,360.9848,347.14374,669.91681,159.27263,287.76706,685.41858,209.55457,69.17126,161.30734,6.05584,-33.86077,34.12106,104.01176,-48.52551,17.25844
113,-1.331,-0.118,-1.79,0.24925,-1.067,-1.605,-1.41182,-1.133,15.45846,15.12074,6.97681,12.49559,9.98815,11.72964,18.12367,9.12098,-0.55547,-0.20581,-0.37659,-0.01833,-0.35379,-0.6328,-0.31756,-0.5726,285.00772,464.79172,316.97363,569.15082,175.4462,362.22449,713.62982,217.85068,7.57834,152.11293,85.25008,352.57291,61.99162,-51.7941,109.57957,86.56096
114,0.575,0.397,1.838,1.06633,-0.989,1.293,1.35589,-0.522,15.25723,14.83722,6.68553,11.96759,9.43189,11.64684,18.00035,8.27286,-0.44015,-0.09854,0.33804,0.63756,-0.05351,-0.19228,0.22133,0.07067,225.64069,471.95914,417.04813,754.95026,168.33145,329.4426,692.87646,229.26355,204.70828,208.54489,102.93392,69.01687,124.49895,241.10385,226.45178,172.72017
115,2.952,0.702,5.141,-1.2118,0.458,4.269,0.17796,1.626,15.5825,15.62652,6.66921,11.66754,9.0105,11.74726,17.7708,8.69306,0.54694,0.09723,0.53334,0.06405,0.33424,0.54305,0.71977,0.49215,498.88638,489.4491,443.05249,742.48267,210.34758,441.22525,870.50201,304.59647,-242.61528,244.8029,-40.20468,-4.44895,72.06652,-119.51804,-215.94661,-27.3661
116,-1.685,-0.573,-2.096,0.24925,-1.687,-1.731,-1.41182,-1.034,15.45846,15.12074,6.97681,12.49559,9.98815,11.72964,18.12367,9.12098,-0.55547,-0.20581,-0.37659,-0.01833,-0.35379,-0.6328,-0.31756,-0.5726,285.00772,464.79172,316.97363,569.15082,175.4462,362.22449,713.62982,217.85068,7.57834,152.11293,85.25008,352.57291,61.99162,-51.7941,109.57957,86.56096
117,-2.213,-1.625,-1.737,-2.23119,-3.316,-1.844,0.20527,-3.619,16.57339,15.34154,7.3969,11.80431,9.85763,12.36577,17.93941,9.38953,-0.5743,0.46773,-0.03672,0.83412,0.32642,-0.73127,0.05786,-0.03913,200.10277,357.76437,316.79749,655.52405,168.79211,266.5477,632.716,188.42581,123.40624,50.3149,39.60784,-148.2388,18.10508,128.66914,-99.89903,46.79159
118,-1.428,-3.413,-0.635,-1.25703,-2.022,-0.93,-0.2056,-1.237,15.45069,15.21713,7.29641,12.25495,9.95456,11.63821,17.61914,9.07533,-0.20964,-0.35853,-0.14867,-0.1573,-0.11842,-0.08751,0.20391,-0.19988,299.99625,334.61166,349.30453,616.52136,178.68295,289.70706,731.97559,214.26184,0.79693,223.1814,1.11521,86.864,37.65706,63.05333,-23.92869,37.37833
119,-0.326,0.449,-0.245,0.57301,-1.034,-0.295,2.19473,-1.011,14.9357,15.01032,6.52977,11.49032,9.58393,11.54481,17.85802,8.43296,-0.5676,-0.42417,-0.02865,0.82446,-0.47455,-0.15956,0.61759,-0.31448,234.53003,431.6774,328.13544,548.73395,142.44676,267.02847,597.18945,220.24046,168.40973,19.07628,173.21329,238.78362,103.00693,148.39853,223.20566,105.79187
120,0.028,2.138,-0.01,-1.28938,-0.935,-0.051,-1.29114,-0.399,14.87467,14.75282,6.62853,11.83841,9.17419,11.39137,17.94587,8.23326,0.39599,-0.31531,0.28522,0.03391,0.17536,0.47586,0.45756,0.34171,283.19955,503.20703,365.50134,558.95343,207.17719,256.41922,546.57971,264.75443,64.18342,257.51736,89.94183,127.17735,45.64284,136.32915,134.84686,47.46843
121,3.129,2.702,1.522,-1.24444,4.045,1.901,2.08906,4.596,15.76579,15.52781,7.19114,12.04515,9.41094,11.88392,18.03111,9.05066,0.69354,0.21906,0.62009,0.19722,0.54143,0.77441,0.60419,0.65514,467.48566,512.69141,429.11768,758.40503,224.22969,440.07635,947.073,305.59219,-226.07323,72.63603,-61.86682,-74.11288,10.30765,-173.62691,-314.85538,-63.50149
122,4.789,1.098,5.966,-0.47722,3.354,5.365,1.65898,4.059,15.55775,15.59954,6.71388,11.60085,8.85484,11.8008,17.72485,8.75312,0.63436,0.17567,0.57121,0.22602,0.32046,0.60241,0.91637,0.40776,537.21405,504.60986,434.46811,745.73523,204.93015,444.16339,922.62982,289.95959,-312.19388,156.4362,-46.99183,-8.14925,58.98673,-138.60539,-260.98526,-46.93497
123,-3.16,-4.606,-5.206,0.35443,-3.139,-4.164,-1.07,-3.745,16.24458,15.39752,7.69676,11.93882,10.26744,12.77289,18.72797,9.19697,-1.17166,-1.02364,-0.60289,0.20254,-1.23531,-1.21431,-0.59745,-1.05342,182.52072,612.98932,299.14291,639.80951,196.65446,253.85892,610.42419,210.51964,129.01953,-243.7076,105.23517,127.66908,-8.86589,109.28543,198.8204,103.19644
124,-2.016,1.902,-1.48,0.24925,-2.096,-1.729,-1.41182,-1.982,15.45846,15.12074,6.97681,12.49559,9.98815,11.72964,18.12367,9.12098,-0.55547,-0.20581,-0.37659,-0.01833,-0.35379,-0.6328,-0.31756,-0.5726,285.00772,464.79172,316.97363,569.15082,175.4462,362.22449,713.62982,217.85068,7.57834,152.11293,85.25008,352.57291,61.99162,-51.7941,109.57957,86.56096
125,-1.361,1.066,-0.96,0.94635,-0.778,-1.118,-0.36152,-0.363,15.29807,14.89972,6.88034,12.34631,9.90712,11.75715,18.07926,9.06485,-0.56536,-0.25805,-0.49221,-0.06386,-0.4858,-0.63287,-0.1672,-0.78131,271.76984,484.42581,303.91708,572.46478,167.23212,343.13129,765.00238,212.0941,27.04567,167.1667,110.24569,375.56699,69.36237,-39.30767,63.57597,99.31933
